state,utility_clean_names,service_type,utility_type,year,month,number_of_customers_total,number_of_disconnections,number_of_reconnections,disconnection_rate,reconnection_rate,State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,October,170825,0,0,0,0,Missouri,City Utilities of Springfield,2013,October,0,170825,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,November,170906,0,0,0,0,Missouri,City Utilities of Springfield,2013,November,0,170906,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2013,December,170981,0,0,0,0,Missouri,City Utilities of Springfield,2013,December,0,170981,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,January,171067,0,0,0,0,Missouri,City Utilities of Springfield,2014,January,0,171067,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,February,171143,0,0,0,0,Missouri,City Utilities of Springfield,2014,February,0,171143,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,March,171195,0,0,0,0,Missouri,City Utilities of Springfield,2014,March,0,171195,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,April,171240,0,0,0,0,Missouri,City Utilities of Springfield,2014,April,0,171240,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,May,171289,0,0,0,0,Missouri,City Utilities of Springfield,2014,May,0,171289,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,June,171337,0,0,0,0,Missouri,City Utilities of Springfield,2014,June,0,171337,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,July,171388,0,0,0,0,Missouri,City Utilities of Springfield,2014,July,0,171388,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,August,171437,0,0,0,0,Missouri,City Utilities of Springfield,2014,August,0,171437,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,September,171478,0,0,0,0,Missouri,City Utilities of Springfield,2014,September,0,171478,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,October,171532,0,0,0,0,Missouri,City Utilities of Springfield,2014,October,0,171532,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,November,171597,0,0,0,0,Missouri,City Utilities of Springfield,2014,November,0,171597,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2014,December,171649,0,0,0,0,Missouri,City Utilities of Springfield,2014,December,0,171649,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,January,171688,0,0,0,0,Missouri,City Utilities of Springfield,2015,January,0,171688,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,February,171728,0,0,0,0,Missouri,City Utilities of Springfield,2015,February,0,171728,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,March,171788,0,0,0,0,Missouri,City Utilities of Springfield,2015,March,0,171788,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,April,171837,0,0,0,0,Missouri,City Utilities of Springfield,2015,April,0,171837,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,May,171876,0,0,0,0,Missouri,City Utilities of Springfield,2015,May,0,171876,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,June,171915,0,0,0,0,Missouri,City Utilities of Springfield,2015,June,0,171915,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,July,171956,0,0,0,0,Missouri,City Utilities of Springfield,2015,July,0,171956,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,August,171986,0,0,0,0,Missouri,City Utilities of Springfield,2015,August,0,171986,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,September,172031,0,0,0,0,Missouri,City Utilities of Springfield,2015,September,0,172031,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,October,172072,0,0,0,0,Missouri,City Utilities of Springfield,2015,October,0,172072,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,November,172098,0,0,0,0,Missouri,City Utilities of Springfield,2015,November,0,172098,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2015,December,172144,0,0,0,0,Missouri,City Utilities of Springfield,2015,December,0,172144,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,January,172189,0,0,0,0,Missouri,City Utilities of Springfield,2016,January,0,172189,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,February,172229,0,0,0,0,Missouri,City Utilities of Springfield,2016,February,0,172229,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,March,172280,0,0,0,0,Missouri,City Utilities of Springfield,2016,March,0,172280,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,April,172368,0,0,0,0,Missouri,City Utilities of Springfield,2016,April,0,172368,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,May,172481,0,0,0,0,Missouri,City Utilities of Springfield,2016,May,0,172481,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,June,172592,0,0,0,0,Missouri,City Utilities of Springfield,2016,June,0,172592,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,July,172703,0,0,0,0,Missouri,City Utilities of Springfield,2016,July,0,172703,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,August,172818,0,0,0,0,Missouri,City Utilities of Springfield,2016,August,0,172818,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,September,172929,0,0,0,0,Missouri,City Utilities of Springfield,2016,September,0,172929,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,October,173024,0,0,0,0,Missouri,City Utilities of Springfield,2016,October,0,173024,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,November,173117,0,0,0,0,Missouri,City Utilities of Springfield,2016,November,0,173117,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2016,December,173217,0,0,0,0,Missouri,City Utilities of Springfield,2016,December,0,173217,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,January,173318,0,0,0,0,Missouri,City Utilities of Springfield,2017,January,0,173318,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,February,173403,0,0,0,0,Missouri,City Utilities of Springfield,2017,February,0,173403,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,March,173493,0,0,0,0,Missouri,City Utilities of Springfield,2017,March,0,173493,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,April,173555,0,0,0,0,Missouri,City Utilities of Springfield,2017,April,0,173555,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,May,173607,0,0,0,0,Missouri,City Utilities of Springfield,2017,May,0,173607,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,June,173668,0,0,0,0,Missouri,City Utilities of Springfield,2017,June,0,173668,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,July,173738,0,0,0,0,Missouri,City Utilities of Springfield,2017,July,0,173738,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,August,173803,0,0,0,0,Missouri,City Utilities of Springfield,2017,August,0,173803,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,September,173875,0,0,0,0,Missouri,City Utilities of Springfield,2017,September,0,173875,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,October,173952,0,0,0,0,Missouri,City Utilities of Springfield,2017,October,0,173952,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,November,174031,0,0,0,0,Missouri,City Utilities of Springfield,2017,November,0,174031,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2017,December,174114,0,0,0,0,Missouri,City Utilities of Springfield,2017,December,0,174114,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,January,174190,2570,0,0.0147540042482347,0,Missouri,City Utilities of Springfield,2018,January,2570,174190,0.0147540042482347
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,February,174267,2575,0,0.0147761767861959,0,Missouri,City Utilities of Springfield,2018,February,2575,174267,0.0147761767861959
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,March,174350,2399,0,0.0137596788069974,0,Missouri,City Utilities of Springfield,2018,March,2399,174350,0.0137596788069974
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,April,174442,2794,0,0.0160167849485789,0,Missouri,City Utilities of Springfield,2018,April,2794,174442,0.0160167849485789
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,May,174528,2247,0,0.0128747249724973,0,Missouri,City Utilities of Springfield,2018,May,2247,174528,0.0128747249724973
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,June,174614,2290,0,0.0131146414376854,0,Missouri,City Utilities of Springfield,2018,June,2290,174614,0.0131146414376854
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,July,174686,2725,0,0.0155994183849879,0,Missouri,City Utilities of Springfield,2018,July,2725,174686,0.0155994183849879
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,August,174761,2135,0,0.0122166845005465,0,Missouri,City Utilities of Springfield,2018,August,2135,174761,0.0122166845005465
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,September,174829,2787,0,0.0159412912045484,0,Missouri,City Utilities of Springfield,2018,September,2787,174829,0.0159412912045484
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,October,174906,4150,0,0.0237270305192503,0,Missouri,City Utilities of Springfield,2018,October,4150,174906,0.0237270305192503
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,November,174974,2611,0,0.0149222170150994,0,Missouri,City Utilities of Springfield,2018,November,2611,174974,0.0149222170150994
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2018,December,175021,2260,0,0.0129127361859434,0,Missouri,City Utilities of Springfield,2018,December,2260,175021,0.0129127361859434
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,January,175087,2804,0,0.0160148954519753,0,Missouri,City Utilities of Springfield,2019,January,2804,175087,0.0160148954519753
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,February,175150,2934,0,0.0167513559805881,0,Missouri,City Utilities of Springfield,2019,February,2934,175150,0.0167513559805881
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,March,175207,3169,0,0.0180871768822022,0,Missouri,City Utilities of Springfield,2019,March,3169,175207,0.0180871768822022
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,April,175271,3640,0,0.0207678395170907,0,Missouri,City Utilities of Springfield,2019,April,3640,175271,0.0207678395170907
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,May,175351,3513,0,0.0200341030276417,0,Missouri,City Utilities of Springfield,2019,May,3513,175351,0.0200341030276417
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,June,175426,3000,0,0.0171012278681609,0,Missouri,City Utilities of Springfield,2019,June,3000,175426,0.0171012278681609
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,July,175522,2941,0,0.0167557343239024,0,Missouri,City Utilities of Springfield,2019,July,2941,175522,0.0167557343239024
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,August,175625,3137,0,0.0178619217081851,0,Missouri,City Utilities of Springfield,2019,August,3137,175625,0.0178619217081851
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,September,175716,3115,0,0.0177274693255025,0,Missouri,City Utilities of Springfield,2019,September,3115,175716,0.0177274693255025
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,October,175813,3459,0,0.0196743130485231,0,Missouri,City Utilities of Springfield,2019,October,3459,175813,0.0196743130485231
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,November,175916,1903,0,0.010817662975511,0,Missouri,City Utilities of Springfield,2019,November,1903,175916,0.010817662975511
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2019,December,176025,2537,0,0.0144127254651328,0,Missouri,City Utilities of Springfield,2019,December,2537,176025,0.0144127254651328
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,January,176131,2262,0,0.0128427136619902,0,Missouri,City Utilities of Springfield,2020,January,2262,176131,0.0128427136619902
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,February,176253,2320,0,0.0131628965180735,0,Missouri,City Utilities of Springfield,2020,February,2320,176253,0.0131628965180735
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,March,176376,1347,0,0.00763709348210641,0,Missouri,City Utilities of Springfield,2020,March,1347,176376,0.00763709348210641
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,April,176506,0,0,0,0,Missouri,City Utilities of Springfield,2020,April,0,176506,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,May,176632,0,0,0,0,Missouri,City Utilities of Springfield,2020,May,0,176632,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,June,176767,0,0,0,0,Missouri,City Utilities of Springfield,2020,June,0,176767,0
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,July,176876,1458,0,0.00824306293674665,0,Missouri,City Utilities of Springfield,2020,July,1458,176876,0.00824306293674665
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,August,176952,3183,0,0.0179879289298793,0,Missouri,City Utilities of Springfield,2020,August,3183,176952,0.0179879289298793
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,September,177044,3119,0,0.0176170895370642,0,Missouri,City Utilities of Springfield,2020,September,3119,177044,0.0176170895370642
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,October,177138,3442,0,0.0194311779516535,0,Missouri,City Utilities of Springfield,2020,October,3442,177138,0.0194311779516535
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,November,177223,2806,0,0.0158331593529057,0,Missouri,City Utilities of Springfield,2020,November,2806,177223,0.0158331593529057
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2020,December,177303,2934,0,0.0165479433512123,0,Missouri,City Utilities of Springfield,2020,December,2934,177303,0.0165479433512123
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,January,177384,2094,0,0.011804897848735,0,Missouri,City Utilities of Springfield,2021,January,2094,177384,0.011804897848735
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,February,177474,2221,0,0.01251450916754,0,Missouri,City Utilities of Springfield,2021,February,2221,177474,0.01251450916754
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,March,177565,3278,0,0.0184608453242475,0,Missouri,City Utilities of Springfield,2021,March,3278,177565,0.0184608453242475
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,April,177648,2859,0,0.0160936233450419,0,Missouri,City Utilities of Springfield,2021,April,2859,177648,0.0160936233450419
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,May,177722,3128,0,0.0176005221638289,0,Missouri,City Utilities of Springfield,2021,May,3128,177722,0.0176005221638289
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,June,177791,2911,0,0.0163731572464298,0,Missouri,City Utilities of Springfield,2021,June,2911,177791,0.0163731572464298
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,July,186871,2928,0,0.0156685628053577,0,Missouri,City Utilities of Springfield,2021,July,2928,186871,0.0156685628053577
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,August,177994,2716,0,0.0152589413126285,0,Missouri,City Utilities of Springfield,2021,August,2716,177994,0.0152589413126285
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,September,178108,2831,0,0.0158948503155389,0,Missouri,City Utilities of Springfield,2021,September,2831,178108,0.0158948503155389
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,October,178216,3202,0,0.0179669614400503,0,Missouri,City Utilities of Springfield,2021,October,3202,178216,0.0179669614400503
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,November,178328,2703,0,0.0151574626530887,0,Missouri,City Utilities of Springfield,2021,November,2703,178328,0.0151574626530887
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2021,December,178438,2555,0,0.0143186989318419,0,Missouri,City Utilities of Springfield,2021,December,2555,178438,0.0143186989318419
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2022,January,178538,2084,0,0.0116725851079322,0,Missouri,City Utilities of Springfield,2022,January,2084,178538,0.0116725851079322
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2022,February,178615,2677,0,0.0149875430394984,0,Missouri,City Utilities of Springfield,2022,February,2677,178615,0.0149875430394984
Missouri,City Utilities of Springfield,Electric and Gas,Muni,2022,March,178708,3432,0,0.019204512388925,0,Missouri,City Utilities of Springfield,2022,March,3432,178708,0.019204512388925
Missouri,City of Columbia,Electric,Muni,1994,October,26680,0,0,0,0,Missouri,City of Columbia,1994,October,0,26680,0
